lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
230|3|25|8|2|19931019|4-NOT SPECI|0|1|90800|5324651|7|84444|54480|6|19931226|RAIL
231|1|25|159|1|19980328|3-MEDIUM|0|16|1694640|1757002|4|1626854|63549|8|19980427|AIR
256|1|10|89|1|19931229|1-URGENT|0|22|2175976|12551354|9|1980138|59344|2|19940309|FOB
256|2|10|119|2|19931229|1-URGENT|0|40|4076440|12551354|10|3668796|61146|1|19940222|FOB
256|3|10|130|2|19931229|1-URGENT|0|45|4635585|12551354|2|4542873|61807|8|19940329|SHIP
256|4|10|159|2|19931229|1-URGENT|0|3|317745|12551354|9|289147|63549|6|19940326|SHIP
256|5|10|88|1|19931229|1-URGENT|0|12|1185696|12551354|8|1090840|59284|6|19940223|REG AIR
256|6|10|33|1|19931229|1-URGENT|0|5|466515|12551354|3|452519|55981|1|19940201|SHIP
257|1|10|147|1|19930929|4-NOT SPECI|0|7|732998|11165660|5|696348|62828|2|19931116|FOB
257|2|10|55|1|19930929|4-NOT SPECI|0|19|1814595|11165660|3|1760157|57303|1|19931103|RAIL
257|3|10|65|2|19930929|4-NOT SPECI|0|38|3667228|11165660|10|3300505|57903|8|19931218|TRUCK
257|4|10|107|2|19930929|4-NOT SPECI|0|18|1812780|11165660|0|1812780|60426|6|19931110|SHIP
257|5|10|41|2|19930929|4-NOT SPECI|0|35|3293640|11165660|5|3128958|56462|2|19931225|REG AIR
258|1|22|107|2|19961210|3-MEDIUM|0|8|805680|15099263|0|805680|60426|7|19970302|REG AIR
258|2|22|197|2|19961210|3-MEDIUM|0|40|4388760|15099263|10|3949884|65831|1|19970204|FOB
258|3|22|162|1|19961210|3-MEDIUM|0|45|4779720|15099263|7|4445139|63729|7|19970125|TRUCK
258|4|22|133|1|19961210|3-MEDIUM|0|31|3202703|15099263|2|3138648|61987|5|19970301|REG AIR
258|5|22|36|1|19961210|3-MEDIUM|0|25|2340075|15099263|8|2152869|56161|2|19970207|TRUCK
259|1|10|99|1|19930629|3-MEDIUM|0|14|1398726|9504134|0|1398726|59945|8|19930908|SHIP
259|2|10|162|1|19930629|3-MEDIUM|0|14|1487024|9504134|3|1442413|63729|5|19930820|FOB
259|3|10|24|1|19930629|3-MEDIUM|0|42|3880884|9504134|9|3531604|55441|0|19930818|TRUCK
259|4|10|196|2|19930629|3-MEDIUM|0|3|328857|9504134|8|302548|65771|6|19930807|SHIP
259|5|10|193|2|19930629|3-MEDIUM|0|6|655914|9504134|0|655914|65591|5|19930921|TRUCK
259|6|10|114|2|19930629|3-MEDIUM|0|20|2028220|9504134|9|1845680|60846|5|19930814|RAIL
260|1|7|156|1|19951125|4-NOT SPECI|0|50|5280750|10866759|7|4911097|63369|8|19960125|REG AIR
260|2|7|183|1|19951125|4-NOT SPECI|0|26|2816268|10866759|2|2759942|64990|7|19960122|TRUCK
260|3|7|42|2|19951125|4-NOT SPECI|0|27|2543508|10866759|5|2416332|56522|8|19960131|RAIL
261|1|25|2|2|19940517|2-HIGH|0|34|3066800|8044655|5|2913460|54120|8|19940812|REG AIR
261|2|25|66|1|19940517|2-HIGH|0|20|1932120|8044655|0|1932120|57963|6|19940620|RAIL
261|3|25|174|2|19940517|2-HIGH|0|28|3007676|8044655|8|2767061|64450|3|19940708|AIR
262|1|2|192|1|19970221|1-URGENT|0|39|4259541|18540480|1|4216945|65531|5|19970517|RAIL
262|2|2|61|2|19970221|1-URGENT|0|33|3171498|18540480|9|2886063|57663|3|19970429|AIR
262|3|2|59|2|19970221|1-URGENT|0|35|3356675|18540480|5|3188841|57543|8|19970513|MAIL
262|4|2|87|1|19970221|1-URGENT|0|28|2763824|18540480|4|2653271|59224|2|19970417|AIR
262|5|2|131|1|19970221|1-URGENT|0|47|4846311|18540480|1|4797847|61867|4|19970503|REG AIR
263|1|22|24|1|19970210|3-MEDIUM|0|22|2032844|13859577|6|1910873|55441|8|19970316|FOB
263|2|22|85|2|19970210|3-MEDIUM|0|9|886572|13859577|8|815646|59104|0|19970411|TRUCK
263|3|22|143|2|19970210|3-MEDIUM|0|50|5215700|13859577|6|4902758|62588|4|19970426|TRUCK
263|4|22|168|1|19970210|3-MEDIUM|0|49|5233984|13859577|9|4762925|64089|0|19970422|FOB
263|5|22|36|2|19970210|3-MEDIUM|0|13|1216839|13859577|9|1107323|56161|1|19970410|MAIL
288|1|25|51|2|19940101|4-NOT SPECI|0|31|2948255|13297490|0|2948255|57063|3|19940308|AIR
288|2|25|117|1|19940101|4-NOT SPECI|0|49|4983839|13297490|8|4585131|61026|5|19940329|TRUCK
288|3|25|99|1|19940101|4-NOT SPECI|0|36|3596724|13297490|2|3524789|59945|2|19940317|TRUCK
288|4|25|79|1|19940101|4-NOT SPECI|0|19|1860233|13297490|7|1730016|58744|7|19940212|MAIL
289|1|29|174|2|19940313|1-URGENT|0|25|2685425|7143555|7|2497445|64450|5|19940605|FOB
289|2|29|112|2|19940313|1-URGENT|0|6|607266|7143555|6|570830|60726|5|19940608|SHIP
289|3|29|17|2|19940313|1-URGENT|0|44|4034844|7143555|10|3631359|55020|8|19940521|MAIL
290|1|5|6|2|19920113|2-HIGH|0|35|3171000|3405428|1|3139290|54360|2|19920217|MAIL
290|2|5|129|1|19920113|2-HIGH|0|2|205824|3405428|5|195532|61747|4|19920225|TRUCK
291|1|7|123|2|19921002|2-HIGH|0|21|2148552|6681705|5|2041124|61387|7|19921129|TRUCK
291|2|7|138|1|19921002|2-HIGH|0|19|1972447|6681705|8|1814651|62287|2|19921114|REG AIR
291|3|7|61|2|19921002|2-HIGH|0|30|2883180|6681705|10|2594862|57663|2|19921119|FOB
292|1|11|154|1|19930716|3-MEDIUM|0|8|843320|781757|10|758988|63249|3|19931001|RAIL
293|1|4|9|2|19940929|2-HIGH|0|14|1272600|5852054|2|1247148|54540|5|19941220|SHIP
293|2|4|187|1|19940929|2-HIGH|0|11|1195898|5852054|10|1076308|65230|4|19941128|MAIL
293|3|4|118|2|19940929|2-HIGH|0|13|1323543|5852054|4|1270601|61086|2|19941223|RAIL
293|4|4|107|1|19940929|2-HIGH|0|21|2114910|5852054|6|1988015|60426|7|19941210|AIR
294|1|1|60|2|19971121|2-HIGH|0|31|2976186|6884888|0|2976186|57603|1|19971225|AIR
294|2|1|25|1|19971121|2-HIGH|0|43|3977586|6884888|8|3659379|55501|6|19971223|MAIL
295|1|25|198|1|19930321|3-MEDIUM|0|29|3184751|5890071|2|3121055|65891|7|19930530|MAIL
295|2|25|92|2|19930321|3-MEDIUM|0|26|2579434|5890071|4|2476256|59525|3|19930522|AIR
320|1|28|5|2|19920319|1-URGENT|0|30|2715000|16974155|5|2579250|54300|1|19920519|RAIL
320|2|28|193|1|19920319|1-URGENT|0|13|1421147|16974155|3|1378512|65591|0|19920423|AIR
320|3|28|184|2|19920319|1-URGENT|0|45|4878810|16974155|8|4488505|65050|2|19920520|FOB
320|4|28|199|2|19920319|1-URGENT|0|5|549595|16974155|5|522115|65951|4|19920512|FOB
320|5|28|186|2|19920319|1-URGENT|0|16|1737888|16974155|0|1737888|65170|0|19920610|FOB
320|6|28|76|1|19920319|1-URGENT|0|22|2147354|16974155|10|1932618|58564|7|19920509|REG AIR
320|7|28|69|2|19920319|1-URGENT|0|42|4070052|16974155|4|3907249|58143|4|19920614|RAIL
321|1|8|1|2|19940326|1-URGENT|0|21|1892100|7549416|1|1873179|54060|8|19940429|REG AIR
321|2|8|141|2|19940326|1-URGENT|0|41|4268674|7549416|8|3927180|62468|7|19940612|REG AIR
321|3|8|52|1|19940326|1-URGENT|0|13|1237665|7549416|0|1237665|57123|7|19940425|MAIL
322|1|22|153|2|19920320|1-URGENT|0|12|1263780|1244064|8|1162677|63189|7|19920531|AIR
323|1|10|164|2|19931017|5-LOW|0|50|5320800|7968342|5|5054760|63849|4|19931116|REG AIR
323|2|10|96|1|19931017|5-LOW|0|18|1792962|7968342|6|1685384|59765|7|19931224|TRUCK
323|3|10|143|1|19931017|5-LOW|0|9|938826|7968342|7|873108|62588|4|19940101|TRUCK
324|1|16|200|2|19950604|2-HIGH|0|26|2860520|13010729|7|2660283|66012|1|19950812|RAIL
324|2|16|176|2|19950604|2-HIGH|0|32|3443744|13010729|3|3340431|64570|5|19950727|FOB
324|3|16|58|1|19950604|2-HIGH|0|29|2778345|13010729|2|2722778|57483|6|19950729|FOB
324|4|16|169|1|19950604|2-HIGH|0|26|2779816|13010729|5|2640825|64149|2|19950813|REG AIR
324|5|16|25|1|19950604|2-HIGH|0|10|925020|13010729|6|869518|55501|1|19950713|REG AIR
324|6|16|29|1|19950604|2-HIGH|0|2|185804|13010729|10|167223|55741|0|19950811|FOB
324|7|16|131|1|19950604|2-HIGH|0|2|206226|13010729|10|185603|61867|3|19950812|MAIL
325|1|29|159|2|19950417|5-LOW|0|34|3601110|3953568|9|3277010|63549|4|19950613|MAIL
325|2|29|186|1|19950417|5-LOW|0|5|543090|3953568|7|505073|65170|8|19950706|MAIL
326|1|22|180|2|19940308|2-HIGH|0|41|4428738|4287903|6|4163013|64810|3|19940412|TRUCK
327|1|1|144|2|19931231|5-LOW|0|16|1670624|15549212|3|1620505|62648|1|19940220|TRUCK
327|2|1|42|1|19931231|5-LOW|0|9|847836|15549212|9|771530|56522|5|19940326|AIR
327|3|1|101|1|19931231|5-LOW|0|33|3303630|15549212|4|3171484|60066|3|19940224|TRUCK
327|4|1|21|1|19931231|5-LOW|0|46|4236692|15549212|1|4194325|55261|1|19940326|FOB
327|5|1|30|1|19931231|5-LOW|0|3|279009|15549212|4|267848|55801|7|19940228|TRUCK
327|6|1|193|2|19931231|5-LOW|0|50|5465950|15549212|10|4919355|65591|8|19940228|TRUCK
352|1|28|64|1|19960314|2-HIGH|0|17|1638902|12356580|7|1524178|57843|5|19960606|FOB
352|2|28|33|1|19960314|2-HIGH|0|1|93303|12356580|8|85838|55981|4|19960514|REG AIR
352|3|28|43|1|19960314|2-HIGH|0|22|2074688|12356580|9|1887966|56582|5|19960530|REG AIR
352|4|28|159|2|19960314|2-HIGH|0|12|1270980|12356580|3|1232850|63549|1|19960418|FOB
352|5|28|114|1|19960314|2-HIGH|0|27|2738097|12356580|8|2519049|60846|1|19960503|MAIL
352|6|28|132|2|19960314|2-HIGH|0|24|2477112|12356580|7|2303714|61927|7|19960416|AIR
352|7|28|89|2|19960314|2-HIGH|0|25|2472700|12356580|9|2250157|59344|8|19960510|REG AIR
353|1|16|120|2|19940614|5-LOW|0|41|4182492|7199482|0|4182492|61207|6|19940912|AIR
353|2|16|148|1|19940614|5-LOW|0|29|3039606|7199482|9|2766041|62888|0|19940831|FOB
354|1|29|50|1|19940630|4-NOT SPECI|0|14|1330070|10937434|8|1223664|57003|4|19940919|SHIP
354|2|29|194|2|19940630|4-NOT SPECI|0|24|2626056|10937434|1|2599795|65651|1|19940902|AIR
354|3|29|59|1|19940630|4-NOT SPECI|0|50|4795250|10937434|8|4411630|57543|5|19940905|TRUCK
354|4|29|107|2|19940630|4-NOT SPECI|0|7|704970|10937434|6|662671|60426|1|19940804|MAIL
354|5|29|31|1|19940630|4-NOT SPECI|0|18|1675854|10937434|4|1608819|55861|8|19940829|RAIL
355|1|13|114|2|19961009|2-HIGH|0|31|3143741|8917425|9|2860804|60846|7|19961213|FOB
355|2|13|97|2|19961009|2-HIGH|0|41|4088069|8917425|5|3883665|59825|0|19961113|TRUCK
355|3|13|173|2|19961009|2-HIGH|0|20|2146340|8917425|9|1953169|64390|1|19961213|FOB
356|1|1|46|1|19930920|2-HIGH|0|4|378416|21043921|10|340574|56762|1|19931022|REG AIR
356|2|1|108|2|19930920|2-HIGH|0|48|4838880|21043921|2|4742102|60486|3|19931021|FOB
356|3|1|119|1|19930920|2-HIGH|0|35|3566885|21043921|8|3281534|61146|7|19931021|TRUCK
356|4|1|56|2|19930920|2-HIGH|0|41|3919805|21043921|7|3645418|57363|5|19931211|SHIP
356|5|1|125|2|19930920|2-HIGH|0|37|3792944|21043921|5|3603296|61507|3|19931114|FOB
356|6|1|20|1|19930920|2-HIGH|0|3|276006|21043921|4|264965|55201|8|19931205|REG AIR
356|7|1|149|1|19930920|2-HIGH|0|42|4406388|21043921|5|4186068|62948|7|19931116|AIR
357|1|16|114|1|19941219|3-MEDIUM|0|26|2636686|19537552|6|2478484|60846|3|19950205|FOB
357|2|16|186|1|19941219|3-MEDIUM|0|36|3910248|19537552|7|3636530|65170|6|19950123|AIR
357|3|16|165|2|19941219|3-MEDIUM|0|32|3408512|19537552|5|3238086|63909|7|19950310|MAIL
357|4|16|105|1|19941219|3-MEDIUM|0|37|3718870|19537552|0|3718870|60306|8|19950219|RAIL
357|5|16|33|2|19941219|3-MEDIUM|0|19|1772757|19537552|5|1684119|55981|3|19950316|AIR
357|6|16|77|2|19941219|3-MEDIUM|0|39|3810573|19537552|4|3658150|58624|7|19950120|FOB
358|1|23|191|1|19920303|5-LOW|0|41|4473879|14932155|6|4205446|65471|1|19920427|TRUCK
358|2|23|190|2|19920303|5-LOW|0|32|3488608|14932155|5|3314177|65411|8|19920525|TRUCK
358|3|23|169|2|19920303|5-LOW|0|40|4276640|14932155|9|3891742|64149|1|19920417|MAIL
358|4|23|97|2|19920303|5-LOW|0|15|1495635|14932155|8|1375984|59825|8|19920530|MAIL
358|5|23|29|2|19920303|5-LOW|0|18|1672236|14932155|1|1655513|55741|2|19920414|SHIP
359|1|7|166|1|19960322|5-LOW|0|30|3198480|5145224|0|3198480|63969|8|19960524|AIR
359|2|7|12|2|19960322|5-LOW|0|18|1641618|5145224|0|1641618|54720|3|19960619|RAIL
384|1|13|179|2|19950125|2-HIGH|0|38|4100846|9711495|7|3813786|64750|1|19950312|TRUCK
384|2|13|64|1|19950125|2-HIGH|0|49|4723894|9711495|9|4298743|57843|7|19950319|AIR
384|3|13|182|2|19950125|2-HIGH|0|11|1190398|9711495|2|1166590|64930|8|19950315|MAIL
385|1|1|167|1|19970126|4-NOT SPECI|0|7|747012|11766640|5|709661|64029|6|19970315|REG AIR
385|2|1|54|2|19970126|4-NOT SPECI|0|46|4388630|11766640|8|4037539|57243|7|19970323|REG AIR
385|3|1|191|2|19970126|4-NOT SPECI|0|44|4801236|11766640|6|4513161|65471|1|19970410|TRUCK
385|4|1|62|1|19970126|4-NOT SPECI|0|18|1731708|11766640|4|1662439|57723|2|19970309|RAIL
385|5|1|119|1|19970126|4-NOT SPECI|0|4|407644|11766640|0|407644|61146|8|19970321|FOB
386|1|10|153|2|19921216|4-NOT SPECI|0|39|4107285|9038040|10|3696556|63189|7|19930119|SHIP
386|2|10|69|2|19921216|4-NOT SPECI|0|16|1550496|9038040|6|1457466|58143|1|19930309|MAIL
386|3|10|131|1|19921216|4-NOT SPECI|0|37|3815181|9038040|9|3471814|61867|4|19930120|MAIL
387|1|26|137|2|19940217|2-HIGH|0|1|103713|98277|8|95415|62227|3|19940515|SHIP
388|1|22|33|2|19980407|5-LOW|0|42|3918726|24030964|5|3722789|55981|6|19980618|FOB
388|2|22|128|1|19980407|5-LOW|0|46|4729352|24030964|7|4398297|61687|1|19980518|FOB
388|3|22|65|2|19980407|5-LOW|0|40|3860240|24030964|6|3628625|57903|1|19980520|REG AIR
388|4|22|12|2|19980407|5-LOW|0|28|2553628|24030964|6|2400410|54720|8|19980622|FOB
388|5|22|90|1|19980407|5-LOW|0|39|3861351|24030964|10|3475215|59405|7|19980517|TRUCK
388|6|22|11|2|19980407|5-LOW|0|25|2277525|24030964|2|2231974|54660|6|19980516|SHIP
388|7|22|13|2|19980407|5-LOW|0|39|3560739|24030964|10|3204665|54780|3|19980520|TRUCK
389|1|23|190|1|19941117|2-HIGH|0|2|218038|198414|9|198414|65411|0|19950108|RAIL
390|1|10|107|1|19930927|5-LOW|0|10|1007100|7539322|2|986958|60426|5|19931226|SHIP
390|2|10|124|2|19930927|5-LOW|0|17|1741004|7539322|9|1584313|61447|6|19931204|SHIP
390|3|10|184|2|19930927|5-LOW|0|46|4987228|7539322|7|4638122|65050|4|19931109|SHIP
391|1|11|122|2|19940206|3-MEDIUM|0|14|1430968|3222932|9|1302180|61327|2|19940425|TRUCK
391|2|11|85|1|19940206|3-MEDIUM|0|9|886572|3222932|3|859974|59104|4|19940317|FOB
391|3|11|19|1|19940206|3-MEDIUM|0|6|551406|3222932|3|534863|55140|4|19940326|TRUCK
391|4|11|16|2|19940206|3-MEDIUM|0|5|458005|3222932|4|439684|54960|1|19940328|SHIP
416|1|19|94|1|19950413|4-NOT SPECI|0|25|2485225|7136250|0|2485225|59645|5|19950612|TRUCK
416|2|19|111|2|19950413|4-NOT SPECI|0|22|2224442|7136250|10|2001997|60666|0|19950703|RAIL
416|3|19|175|1|19950413|4-NOT SPECI|0|25|2687925|7136250|7|2499770|64510|1|19950619|AIR
417|1|25|40|1|19961001|3-MEDIUM|0|39|3666156|9835621|1|3629494|56402|2|19961225|SHIP
417|2|25|70|2|19961001|3-MEDIUM|0|18|1746126|9835621|0|1746126|58204|1|19961203|FOB
417|3|25|45|1|19961001|3-MEDIUM|0|41|3874664|9835621|10|3487197|56702|1|19961031|RAIL
417|4|25|132|1|19961001|3-MEDIUM|0|2|206426|9835621|1|204361|61927|3|19961212|SHIP
417|5|25|166|2|19961001|3-MEDIUM|0|6|639696|9835621|6|601314|63969|6|19961209|SHIP
418|1|19|19|1|19951031|4-NOT SPECI|0|31|2848931|18455129|0|2848931|55140|3|19960105|FOB
418|2|19|2|1|19951031|4-NOT SPECI|0|1|90200|18455129|4|86592|54120|7|19960103|AIR
418|3|19|35|1|19951031|4-NOT SPECI|0|3|280509|18455129|4|269288|56101|6|19960129|AIR
418|4|19|169|2|19951031|4-NOT SPECI|0|42|4490472|18455129|3|4355757|64149|8|19951221|AIR
418|5|19|129|2|19951031|4-NOT SPECI|0|45|4631040|18455129|8|4260556|61747|6|19960108|FOB
418|6|19|100|1|19951031|4-NOT SPECI|0|33|3300330|18455129|7|3069306|60006|8|19951203|MAIL
418|7|19|94|1|19951031|4-NOT SPECI|0|26|2584634|18455129|3|2507094|59645|4|19951206|RAIL
419|1|8|153|2|19920222|5-LOW|0|33|3475395|3367657|5|3301625|63189|2|19920517|TRUCK
420|1|16|101|2|19970531|4-NOT SPECI|0|5|500550|8159048|4|480528|60066|3|19970802|REG AIR
420|2|16|162|2|19970531|4-NOT SPECI|0|22|2336752|8159048|5|2219914|63729|4|19970716|AIR
420|3|16|48|2|19970531|4-NOT SPECI|0|45|4266180|8159048|9|3882223|56882|8|19970801|FOB
420|4|16|75|1|19970531|4-NOT SPECI|0|12|1170084|8159048|8|1076477|58504|8|19970803|REG AIR
421|1|22|134|1|19960601|1-URGENT|0|1|103413|108438|2|101344|62047|7|19960805|TRUCK
422|1|29|152|1|19950821|3-MEDIUM|0|25|2630375|14362172|10|2367337|63129|7|19951107|SHIP
422|2|29|171|1|19950821|3-MEDIUM|0|10|1071170|14362172|2|1049746|64270|3|19951025|AIR
422|3|29|176|2|19950821|3-MEDIUM|0|46|4950382|14362172|9|4504847|64570|0|19951004|RAIL
422|4|29|162|2|19950821|3-MEDIUM|0|25|2655400|14362172|10|2389860|63729|4|19950929|FOB
422|5|29|179|1|19950821|3-MEDIUM|0|36|3885012|14362172|7|3613061|64750|4|19951017|FOB
423|1|20|132|2|19950720|2-HIGH|0|27|2786751|10971819|6|2619545|61927|3|19950919|SHIP
423|2|20|74|2|19950720|2-HIGH|0|31|3019617|10971819|10|2717655|58444|4|19951001|MAIL
423|3|20|91|2|19950720|2-HIGH|0|38|3766142|10971819|6|3540173|59465|3|19951011|SHIP
423|4|20|140|1|19950720|2-HIGH|0|17|1768238|10971819|3|1715190|62408|5|19950914|SHIP
448|1|10|126|1|19950305|4-NOT SPECI|0|4|410448|16674187|0|410448|61567|4|19950504|MAIL
448|2|10|173|2|19950305|4-NOT SPECI|0|46|4936582|16674187|5|4689752|64390|0|19950414|SHIP
448|3|10|27|2|19950305|4-NOT SPECI|0|35|3244570|16674187|10|2920113|55621|8|19950603|REG AIR
448|4|10|170|1|19950305|4-NOT SPECI|0|8|856136|16674187|10|770522|64210|0|19950430|TRUCK
448|5|10|138|1|19950305|4-NOT SPECI|0|23|2387699|16674187|2|2339945|62287|5|19950517|SHIP
448|6|10|106|1|19950305|4-NOT SPECI|0|49|4929890|16674187|0|4929890|60366|5|19950527|MAIL
449|1|20|152|2|19980525|5-LOW|0|12|1262580|4160563|2|1237328|63129|8|19980630|SHIP
449|2|20|109|2|19980525|5-LOW|0|4|403640|4160563|10|363276|60546|6|19980720|FOB
449|3|20|10|1|19980525|5-LOW|0|3|273003|4160563|7|253892|54600|8|19980717|RAIL
449|4|20|158|2|19980525|5-LOW|0|22|2327930|4160563|7|2164974|63489|0|19980710|FOB
450|1|13|162|2|19971014|1-URGENT|0|42|4461072|4327239|3|4327239|63729|0|19980107|SHIP
451|1|10|130|2|19970526|5-LOW|0|36|3708468|17777285|2|3634298|61807|6|19970815|AIR
451|2|10|33|2|19970526|5-LOW|0|42|3918726|17777285|5|3722789|55981|1|19970806|TRUCK
451|3|10|87|1|19970526|5-LOW|0|1|98708|17777285|7|91798|59224|5|19970704|AIR
451|4|10|77|2|19970526|5-LOW|0|28|2735796|17777285|4|2626364|58624|5|19970710|SHIP
451|5|10|94|1|19970526|5-LOW|0|36|3578724|17777285|0|3578724|59645|0|19970806|FOB
451|6|10|57|1|19970526|5-LOW|0|39|3732495|17777285|1|3695170|57423|1|19970630|TRUCK
452|1|10|115|1|19951227|5-LOW|0|2|203022|200748|4|194901|60906|3|19960317|FOB
453|1|4|198|2|19961204|1-URGENT|0|45|4941855|16036895|1|4892436|65891|0|19970228|REG AIR
453|2|4|176|2|19961204|1-URGENT|0|38|4089446|16036895|8|3762290|64570|4|19970116|REG AIR
453|3|4|14|2|19961204|1-URGENT|0|38|3473238|16036895|10|3125914|54840|1|19970201|SHIP
453|4|4|96|1|19961204|1-URGENT|0|45|4482405|16036895|10|4034164|59765|1|19970107|AIR
454|1|16|118|2|19930508|5-LOW|0|24|2443464|2319824|6|2296856|61086|1|19930803|TRUCK
455|1|7|157|2|19921008|2-HIGH|0|42|4440030|15546301|10|3996027|63429|2|19921114|REG AIR
455|2|7|28|1|19921008|2-HIGH|0|44|4083288|15546301|5|3879123|55681|8|19921227|TRUCK
455|3|7|49|2|19921008|2-HIGH|0|45|4270680|15546301|4|4099852|56942|6|19921205|SHIP
455|4|7|171|2|19921008|2-HIGH|0|11|1178287|15546301|1|1166504|64270|2|19921219|MAIL
455|5|7|180|2|19921008|2-HIGH|0|16|1728288|15546301|1|1711005|64810|2|19921116|SHIP
480|1|26|53|1|19960326|1-URGENT|0|22|2096710|18785231|4|2012841|57183|2|19960615|MAIL
480|2|26|49|1|19960326|1-URGENT|0|36|3416544|18785231|8|3143220|56942|6|19960425|REG AIR
480|3|26|194|1|19960326|1-URGENT|0|18|1969542|18785231|4|1890760|65651|0|19960501|RAIL
480|4|26|84|2|19960326|1-URGENT|0|49|4821992|18785231|9|4388012|59044|0|19960607|FOB
480|5|26|70|1|19960326|1-URGENT|0|26|2522182|18785231|2|2471738|58204|4|19960529|MAIL
480|6|26|196|1|19960326|1-URGENT|0|40|4384760|18785231|3|4253217|65771|7|19960502|MAIL
481|1|7|19|2|19950711|2-HIGH|0|17|1562317|7684400|7|1452954|55140|5|19950911|MAIL
481|2|7|21|1|19950711|2-HIGH|0|19|1749938|7684400|8|1609942|55261|1|19950830|AIR
481|3|7|186|1|19950711|2-HIGH|0|42|4561956|7684400|8|4196999|65170|8|19950814|RAIL
482|1|11|138|1|19970103|3-MEDIUM|0|32|3322016|13663434|0|3322016|62287|2|19970221|SHIP
482|2|11|122|2|19970103|3-MEDIUM|0|1|102212|13663434|5|97101|61327|8|19970227|AIR
482|3|11|62|2|19970103|3-MEDIUM|0|31|2982386|13663434|4|2863090|57723|3|19970213|MAIL
482|4|11|196|1|19970103|3-MEDIUM|0|8|876952|13663434|2|859412|65771|5|19970212|TRUCK
482|5|11|39|2|19970103|3-MEDIUM|0|46|4319538|13663434|1|4276342|56341|6|19970315|MAIL
482|6|11|79|1|19970103|3-MEDIUM|0|19|1860233|13663434|4|1785823|58744|0|19970202|FOB
483|1|22|33|1|19970326|2-HIGH|0|8|746424|3979305|0|746424|55981|8|19970508|RAIL
483|2|22|80|1|19970326|2-HIGH|0|23|2254184|3979305|4|2164016|58804|6|19970426|MAIL
483|3|22|88|1|19970326|2-HIGH|0|9|889272|3979305|4|853701|59284|3|19970518|AIR
484|1|11|31|2|19960311|4-NOT SPECI|0|49|4562047|21992062|10|4105842|55861|2|19960506|TRUCK
484|2|11|32|2|19960311|4-NOT SPECI|0|45|4194135|21992062|6|3942486|55921|7|19960526|TRUCK
484|3|11|184|1|19960311|4-NOT SPECI|0|50|5420900|21992062|6|5095646|65050|5|19960602|MAIL
484|4|11|165|1|19960311|4-NOT SPECI|0|22|2343352|21992062|7|2179317|63909|3|19960601|SHIP
484|5|11|77|2|19960311|4-NOT SPECI|0|48|4689936|21992062|0|4689936|58624|5|19960416|MAIL
484|6|11|97|1|19960311|4-NOT SPECI|0|10|997090|21992062|1|987119|59825|8|19960422|FOB
485|1|22|150|1|19920818|1-URGENT|0|50|5250750|8647506|1|5198242|63009|0|19921018|MAIL
485|2|22|28|2|19920818|1-URGENT|0|40|3712080|8647506|8|3415113|55681|1|19920930|TRUCK
486|1|13|76|1|19950520|5-LOW|0|36|3513852|22184734|0|3513852|58564|1|19950715|AIR
486|2|13|68|1|19950520|5-LOW|0|40|3872240|22184734|3|3756072|58083|8|19950815|SHIP
486|3|13|136|1|19950520|5-LOW|0|26|2693938|22184734|4|2586180|62167|3|19950803|RAIL
486|4|13|72|2|19950520|5-LOW|0|38|3693866|22184734|8|3398356|58324|5|19950705|TRUCK
486|5|13|29|2|19950520|5-LOW|0|3|278706|22184734|7|259196|55741|5|19950629|RAIL
486|6|13|47|1|19950520|5-LOW|0|46|4356384|22184734|0|4356384|56822|3|19950711|AIR
486|7|13|45|2|19950520|5-LOW|0|38|3591152|22184734|3|3483417|56702|3|19950630|AIR
487|1|13|92|1|19950501|2-HIGH|0|47|4662823|4850279|6|4383053|59525|6|19950621|TRUCK
487|2|13|83|1|19950501|2-HIGH|0|2|196616|4850279|2|192683|58984|6|19950718|TRUCK
512|1|16|189|1|19960404|2-HIGH|0|19|2069442|10614613|8|1903886|65350|5|19960526|MAIL
512|2|16|23|2|19960404|2-HIGH|0|37|3415174|10614613|1|3381022|55381|4|19960520|RAIL
512|3|16|180|1|19960404|2-HIGH|0|40|4320720|10614613|5|4104684|64810|2|19960523|TRUCK
512|4|16|83|2|19960404|2-HIGH|0|10|983080|10614613|9|894602|58984|2|19960613|AIR
513|1|29|62|2|19930829|4-NOT SPECI|0|20|1924120|19430480|9|1750949|57723|7|19930928|AIR
513|2|29|122|2|19930829|4-NOT SPECI|0|44|4497328|19430480|1|4452354|61327|1|19931111|MAIL
513|3|29|196|1|19930829|4-NOT SPECI|0|31|3398189|19430480|9|3092351|65771|2|19931016|FOB
513|4|29|36|1|19930829|4-NOT SPECI|0|29|2714487|19430480|5|2578762|56161|0|19931003|RAIL
513|5|29|24|2|19930829|4-NOT SPECI|0|49|4527698|19430480|3|4391867|55441|7|19930929|RAIL
513|6|29|121|2|19930829|4-NOT SPECI|0|26|2654912|19430480|2|2601813|61267|1|19931122|RAIL
514|1|10|79|1|19980421|2-HIGH|0|21|2056047|1971337|6|1932684|58744|2|19980601|RAIL
